title_1|artist_1|album_1|row_number_1|fingerprint|title_2|artist_2|album_2|row_number_2|similarities|score
Sechs kleine KlavierstÃ¼cke, Op. 19: III. Sehr lXangsam - SchÃ¶nberg: Piano music (Glenn Gould)|Arnold SchÃ¶nberg|nan|9623|4974|Sechs kleine KlavierstÃ¼cke, Op. 19: III. Sehr langsam (SchÃ¶nberg: Piano musi c (Glenn Gould))|Arnold SchÃ¶nberg|SchÃ¶nberg: Piano music (Glenn Gould)|13779|[96.99999945652874, 97.99999945092594, 96.6626730039674, 96.6626730039674, 6.767825458589604, 7.670202186401552]|0.2243151774353819
Arnold SchÃ¶nberg - Sechs kleine KlavierstÃ¼cke, Op. 19: III. Sehr langsam|nan|SchÃ¶nberg: Piano music (Glenn Gould)|10157|4974|011-Sechs kleine Klavierstucke, Op. 19: III. Sehr langsam|Arnold Schonberg|Schonberg: Piano music (Glenn Gould) (1989)|11726|[80.99909316572774, 81.9990819702429, 9.474955642025446, 9.474955642025446, 87.9462097570206, 90.9443759987372]|0.9934574110912952
Arnold SchÃ¶nberg - Sechs kleine KlavierstÃ¼cke, Op. 19: III. Sehr langsam|nan|SchÃ¶nberg: Piano music (Glenn Gould)|10157|4974|Sechs kleine KlavierstÃ¼cke, Op. 19: III. Sehr langsam (SchÃ¶nberg: Piano musi c (Glenn Gould))|Arnold SchÃ¶nberg|SchÃ¶nberg: Piano music (Glenn Gould)|13779|[63.99997608768397, 84.99996824145528, 9.023767278119472, 9.92614400593142, 99.93887472388704, 99.93887472388704]|0.9958245866150394
011-Sechs kleine Klavierstucke, Op. 19: III. Sehr langsam|Arnold Schonberg|Schonberg: Piano music (Glenn Gould) (1989)|11726|4974|Sechs kleine KlavierstÃ¼cke, Op. 19: III. Sehr langsam (SchÃ¶nberg: Piano musi c (Glenn Gould))|Arnold SchÃ¶nberg|SchÃ¶nberg: Piano music (Glenn Gould)|13779|[67.9992387070307, 70.99920512057618, 87.29063943796868, 93.04606621409849, 87.9462097570206, 90.9443759987372]|0.9922925543874433
Byzantine - Oblivion Beckons|nan|Oblivion Beckons|9164|4810|Oblivion Beckons|Byzantine|Oblivion Beckons|9299|[70.02435910957927, 72.90207249764417, 14.88921600889713, 14.88921600889713, 95.92377960216338, 95.92377960216338]|0.9918567607636263
Byzantine - Oblivion Beckons|nan|Oblivion Beckons|9164|4810|Oblivion Beckons|Byzantine|Oblivion Beckons|15655|[70.02435910957927, 72.90207249764417, 14.88921600889713, 14.88921600889713, 95.92377960216338, 95.92377960216338]|0.9918567607636263
Oblivion Beckons|Byzantine|Oblivion Beckons|9299|4810|Oblivion Beckons|Byzantine|Oblivion Beckons|15655|[95.92377960216338, 95.92377960216338, 83.47011117784135, 83.47011117784135, 95.92377960216338, 95.92377960216338]|1.0
001-Sparami|Baby K|Sparami (2012)|9184|4750|Sparami|baby  K|Sparami|13862|[58.7654368125547, 58.7654368125547, 53.80804568276045, 69.8805788087798, 50.47800341591237, 55.75182466832112]|0.3649332982468569
Bumblebee Blues (Jazz & Blues Guitar, Volume 1)|Mordy Ferber|Jazz & Blues Guitar, Volume 1|9202|5808|Bumblebee Blues - Jazz & Blues Guitar, Volume 1|Mordy Ferber|nan|11162|[95.99205848970657, 99.99172759344434, 90.92820467105875, 90.92820467105875, 2.707130183435842, 3.1583185473418154]|0.15023385657894717
Bumblebee Blues (Jazz & Blues Guitar, Volume 1)|Mordy Ferber|Jazz & Blues Guitar, Volume 1|9202|5808|Bumblebee Blues|Mordy Ferber|Jazz & Blues Guitar, Volume 1|11738|[45.61022071834253, 50.36128537650321, 90.92820467105875, 90.92820467105875, 99.69724452546241, 99.69724452546241]|0.9791580190569259
Bumblebee Blues (Jazz & Blues Guitar, Volume 1)|Mordy Ferber|Jazz & Blues Guitar, Volume 1|9202|5808|021-Bumblebee Blues|Mordy Ferber|Jazz & Blues Guitar, Vol. I (unknown)|11768|[43.99331526647255, 54.74723677605473, 90.92820467105875, 90.92820467105875, 75.76990583935144, 73.77596094884218]|0.7804058493873609
Bumblebee Blues (Jazz & Blues Guitar, Volume 1)|Mordy Ferber|Jazz & Blues Guitar, Volume 1|9202|5808|Mordy Ferber - Bumblebee Blues|nan|Jazz & Blues Guitar, Volume 1|15782|[38.90332866511001, 53.866147382460014, 0.0, 0.0, 99.69724452546241, 99.69724452546241]|0.9257718510945498
Bumblebee Blues|Mordy Ferber|Jazz & Blues Guitar, Volume 1|11738|5808|021-Bumblebee Blues|Mordy Ferber|Jazz & Blues Guitar, Vol. I (unknown)|11768|[83.61873798362797, 83.61873798362797, 90.92820467105875, 90.92820467105875, 75.76990583935144, 73.77596094884218]|0.99082732970678
Bumblebee Blues|Mordy Ferber|Jazz & Blues Guitar, Volume 1|11738|5808|Mordy Ferber - Bumblebee Blues|nan|Jazz & Blues Guitar, Volume 1|15782|[63.66426641935311, 66.51490521424952, 0.0, 0.0, 99.69724452546241, 99.69724452546241]|0.987725733023963
021-Bumblebee Blues|Mordy Ferber|Jazz & Blues Guitar, Vol. I (unknown)|11768|5808|Mordy Ferber - Bumblebee Blues|nan|Jazz & Blues Guitar, Volume 1|15782|[63.54589982934924, 62.568270601205406, 0.0, 0.0, 75.76990583935144, 73.77596094884218]|0.8123024877129569
ãƒã‚¸ãƒ£ãƒ³â€œãƒŠãƒ¼ãƒ©ãƒ¼ãƒ¤ãƒŠãƒ»ãƒãƒªâ€ (ã‚¤ãƒ³ãƒ‰ï¼ã‚·ãƒ£ã‚·ãƒ£ãƒ¼ãƒ³ã‚¯ã®ã‚¯ãƒ©ãƒ«)|[unknown]|ã‚¤ãƒ³ãƒ‰ï¼ã‚·ãƒ£ã‚·ãƒ£ãƒ¼ãƒ³ã‚¯ã®ã‚¯ãƒ©ãƒ«|9203|5311|ãƒã‚¸ãƒ£ãƒ³â€œãƒŠãƒ¼ãƒ©ãƒ¼ãƒ¤ãƒŠãƒ»ãƒãƒªâ€|[unknown]|ã‚¤ãƒ³ãƒ‰ï¼ã‚·ãƒ£ã‚·ãƒ£ãƒ¼ãƒ³ã‚¯ã®ã‚¯ãƒ©ãƒ«|10227|[64.99197836273437, 73.9908676744976, 83.47011117784135, 83.47011117784135, 99.98765901959133, 99.98765901959133]|0.9973490157462901
Don't Bye, Bye Baby Me (take2, false start) (Somethin' Else: The UltimateCollection)|Eddie Cochran|Somethin' Elsne: The Ultimate Collection|9207|4761|Eddie Cochran - Don't Bye, Bye Baby Me (take2, false start)|nan|Somethin' Else: The Ultimate Collection|15593|[59.999549726525096, 64.99951220373552, 11.27970909764934, 11.27970909764934, 98.95943623708101, 98.95943623708101]|0.9851377693647964
In Her Shoes|Nina|Donnamour, Volume 3|9211|8318|014-In Her Shoes|Nina|Donnamour, Vol. III (1996)|16149|[78.19825601711052, 78.19825601711052, 55.067103588277845, 55.067103588277845, 65.5011582856369, 68.43404597006841]|0.9439643947279309
In Her Shoes|Nina|Donnamour, Volume 3|9211|8318|In Her Shoes (Donnaamour, Volume 3)|Nina|Donnamour, Volume 3|17211|[46.37338438223996, 50.010512569082316, 55.067103588277845, 55.067103588277845, 97.76292281438344, 97.76292281438344]|0.9607848420546639
014-In Her Shoes|Nina|Donnamour, Vol. III (1996)|16149|8318|In Her Shoes (Donnaamour, Volume 3)|Nina|Donnamour, Volume 3|17211|[45.08417641301679, 51.798840985168226, 55.067103588277845, 55.067103588277845, 65.5011582856369, 68.43404597006841]|0.4644308000721863
Chansun di espouze / Sbrando del Roero / Sbrando di Bra / Monferrina di Bonomino / Il Checco / Monferrina modenese - Retanavota|La ciapa rusa|nan|9221|4770|004-Chansun di espouze / Sbrando del Roero / Sbrando di Bra / Monferrina di Bonomino / Il Checco / Monferrina modenese|La ciapa rusa|Retanavot a(1992)|13971|[92.99999999476239, 92.99999999476239, 92.57264217856661, 92.57264217856661, 9.023767278119472, 9.474955642025446]|0.1795030781665879
Dust Is Our Face|Tiamat|Off Road Tracks, Volume 23|9222|6128|002-Dust Is Our Face|Tiamat|Off Road Tracks, Volume 23 (1999)|11772|[85.37216384592541, 85.37216384592541, 69.8805788087798, 69.8805788087798, 87.51454233097306, 90.49799263771077]|0.9978419203470105
Fuck Me USA - I Met Fearless in Vegas (Part Three)|nan|Fuck Me USA Anthology|9225|7783|I Met Fearless in Vegas (Part Three) (Fuck Me USA Anthology)|Fuck Me USA|Fuck Me USA Anthology|15051|[64.99704900456544, 89.99591400632137, 0.0, 6.316637094683631, 98.50044231795223, 98.50044231795223]|0.9960536960170152
Karma.Bloody.Karma.|Cattle Decapitation|Karma.Bloody.Karma|9248|4964|Cattle Decapitation - Karma.Bloody.Karma.|nan|Karma.Bloody.Karma|9601|[61.59064137306157, 62.568270601205406, 8.121390550307526, 8.121390550307526, 97.26762775527075, 97.26762775527075]|0.9806699849342172
ã‚¹ã‚¯ãƒªãƒ¼ãƒ³ã®å¥³|Boris|Pink|9249|4787|ã‚¹ã‚¯ãƒªãƒ¼ãƒ³ã®å¥³ (Pink)|Boris|Pink|16038|[84.71038039343892, 54.17524327487373, 63.212055882855765, 63.212055882855765, 55.067103588277845, 55.067103588277845]|0.6808140458854164
010-Et lite, stort mirakel|Trygve Dammann|Klar (2007)|9250|5833|Et lite, stort mirakel|Trygve Dammann|Klar|13257|[90.8704847289177, 89.88276206882077, 93.9189937374782, 93.9189937374782, 29.185564901787256, 34.14160422473226]|0.6635776157527256
Et lite, stort mirakel - Klar|Trygve Dammann|nan|11207|5833|Et lite, stort mirakel|Trygve Dammann|Klar|13257|[84.9441487683361, 87.90731674862691, 93.9189937374782, 93.9189937374782, 13.084462553273235, 13.084462553273235]|0.1495048288707427
Martin Smith - Boy Blue|nan|Short Cuts 1|9258|5770|Boy Blue (Short Cuts 1)|Martin Smith|Short Cuts 1|10718|[34.64818574893783, 61.37678618383272, 12.182085825461288, 12.182085825461288, 90.92820467105875, 90.92820467105875]|0.8681857618178188
Martin Smith - Boy Blue|nan|Short Cuts 1|9258|5770|Boy Blue|aMrtin Smith|Short Cuts 1|11085|[41.50138106427792, 43.89569151029396, 12.182085825461288, 12.182085825461288, 90.92820467105875, 90.92820467105875]|0.7947854391874998
Boy Blue (Short Cuts 1)|Martin Smith|Short Cuts 1|10718|5770|Boy Blue|aMrtin Smith|Short Cuts 1|11085|[41.50138106427792, 43.89569151029396, 83.65394829737406, 83.65394829737406, 90.92820467105875, 90.92820467105875]|0.9064790385487733
Concertino fÃ¼r Oboe und Orchester, Op. 18: I. Ziemlich lebhaft - Lost & Found: Concertini fÃ¼r Oboe|August Friedrich Martin Klughardt|nan|9261|8901|Concertino fÃ¼r Oboe und Orchester, Op. 18: I. Ziemlich lebhaft (Lost & Found: Concertini fÃ¼r Oboe)|August Friedrich Martin Klughardt|Lost & Found: Concertini fÃ¼r Oboe|17275|[97.99999979800695, 99.99999979388464, 99.86396319624521, 99.86396319624521, 4.96307200296571, 5.414260366871684]|0.21903867415552095
August Friedrich Martin Klughardt - Concertin ofÃ¼r Oboe und Orchester, Op. 18: I. Ziemlich lebhaft|nan|Lost & Found: Concertini fÃ¼r Oboe|14083|8901|Concertino fur Oboe und Orchester, Op. 18: I. Ziemlich lebhaft|August Friedrich Martin Klughardt|Lost & Found: Concertini fur Oboe (2007)|16843|[74.99969110584694, 74.99969110584694, 4.96307200296571, 4.96307200296571, 85.90421533728535, 90.89864646154612]|0.9852380379325459
August Friedrich Martin Klughardt - Concertin ofÃ¼r Oboe und Orchester, Op. 18: I. Ziemlich lebhaft|nan|Lost & Found: Concertini fÃ¼r Oboe|14083|8901|Concertino fÃ¼r Oboe und Orchester, Op. 18: I. Ziemlich lebhaft (Lost & Found: Concertini fÃ¼r Oboe)|August Friedrich Martin Klughardt|Lost & Found: Concertini fÃ¼r Oboe|17275|[61.99999984391508, 70.99999982125759, 4.96307200296571, 4.96307200296571, 99.88862248521552, 99.88862248521552]|0.9901796003798963
Concertino fur Oboe und Orchester, Op. 18: I. Ziemlich lebhaft|August Friedrich Martin Klughardt|Lost & Found: Concertini fur Oboe (2007)|16843|8901|Concertino fÃ¼r Oboe und Orchester, Op. 18: I. Ziemlich lebhaft (Lost & Found: Concertini fÃ¼r Oboe)|August Friedrich Martin Klughardt|Lost & Found: Concertini fÃ¼r Oboe|17275|[74.99969110584694, 79.99967051290339, 99.86396319624521, 99.86396319624521, 85.90421533728535, 90.89864646154612]|0.9965585638651384
å¹¸ç¦çž¬é–“ - è–°è¡£è‰è‰ ç‰‡å°¾æ›²|è¨±ç´¹æ´‹|é‡è¦‹100%å¹¸ç¦ å¶åƒåŠ‡æƒ…æ­Œæœ€ç²¾é¸|9262|4792|å¹¸ç¦çž¬é–“ - è–°è¡£è‰ ç‰‡å°¾æ›² (é‡è¦‹100%å¹¸ç¦ å¶åƒåŠ‡æƒ…æ­Œæœ€ç²¾é¸|è¨±ç´¹æ´‹|é‡è¦‹100%å¹¸ç¦ å¶åƒåŠ‡æƒ…æ­Œæœ€ç²¾é¸|18634|[59.96332483433223, 13.991442461344185, 83.47011117784135, 83.47011117784135, 99.97253464300279, 99.97253464300279]|0.9360780811065127
Peggy Lee - Someday Sweethe art|nan|Miss Wonderful|9269|5680|Someday Sweetheart (Miss Wonderful)|PeggyL ee|Miss Wonderful|10758|[54.888381315003734, 51.89446960691262, 0.0, 0.0, 93.9189937374782, 93.9189937374782]|0.9302269121079465
Peggy Lee - Someday Sweethe art|nan|Miss Wonderful|9269|5680|005-Someday Sweetheart|Peggy Lee|Miss Wonderful (2006)|10916|[71.11603152697907, 62.226527586106684, 0.0, 0.0, 75.13519498998257, 79.83114467685648]|0.892275336815547
Peggy Lee - Someday Sweethe art|nan|Miss Wonderful|9269|5680|Someday Sweetheart|Peggy Lee|Miss Wonderful|10973|[71.00536826134764, 62.25128176337328, 0.0, 0.0, 93.9189937374782, 93.9189937374782]|0.980347631202494
Someday Sweetheart (Miss Wonderful)|PeggyL ee|Miss Wonderful|10758|5680|005-Someday Sweetheart|Peggy Lee|Miss Wonderful (2006)|10916|[62.226527586106684, 68.15286354668828, 74.2883989482788, 74.2883989482788, 75.13519498998257, 79.83114467685648]|0.948860132540083
Someday Sweetheart (Miss Wonderful)|PeggyL ee|Miss Wonderful|10758|5680|Someday Sweetheart|Peggy Lee|Miss Wonderful|10973|[66.1419868735841, 69.06001570624223, 74.2883989482788, 74.2883989482788, 93.9189937374782, 93.9189937374782]|0.9930412042344818
005-Someday Sweetheart|Peggy Lee|Miss Wonderful (2006)|10916|5680|Someday Sweetheart|Peggy Lee|Miss Wonderful|10973|[87.54086497974367, 87.54086497974367, 83.47011117784135, 83.47011117784135, 75.13519498998257, 79.83114467685648]|0.9948664958440769
1999 (Pro-Tlak)|Jolly Joker and the Plastic Beatles of the Universe|Pro-Tlak|9272|8478|1999|Jolly Joker and the Plastic Beatles of the Universe|Pro-Tlak|18632|[23.128183507076695, 25.881538686490586, 99.9962829681316, 99.9962829681316, 79.81034820053446, 79.81034820053446]|0.3665420662911987
005-1999|Jolly Joker and the Plastic Beatles of the Universe|Pro-Tlak (1995)|16463|8478|1999|Jolly Joker and the Plastic Beatles of the Universe|Pro-Tlak|18632|[36.89495940414616, 36.89495940414616, 99.9962829681316, 99.9962829681316, 55.86724374037413, 60.65586463240619]|0.15840747883024828
001-Dream47|ALTERfix|Show Bizness: LAmalgame #3 (2013)|9281|7390|ALTERfix - Dream47|nan|Show Bizness: Lâ€™Amalgame #3|14278|[48.90582629007164, 52.4626136566223, 0.0, 8.121390550307526, 83.74568540138843, 62.80926405104132]|0.5333298036826195
Morninwg Light|The Alps|14 Tracks: Psychedelic Wanderlust|9282|4801|The Alps - Morning Light|nan|14 Tracks: Psychedelic Wanderlust|17286|[63.86491574148518, 67.6216754909843, 0.0, 8.121390550307526, 99.86396319624521, 99.86396319624521]|0.9891990436589575
Morninwg Light|The Alps|14 Tracks: Psychedelic Wanderlust|9282|4801|Morning Light (14 Tracks: Psychedelic Wanderlust)|Alps|14 Tracks: Psychedelic Wanderlust|19366|[38.50678743236607, 40.38516730711563, 36.89495940414616, 36.89495940414616, 99.86396319624521, 99.86396319624521]|0.9107468704941047
The Alps - Morning Light|nan|14 Tracks: Psychedelic Wanderlust|17286|4801|Morning Light (14 Tracks: Psychedelic Wanderlust)|Alps|14 Tracks: Psychedelic Wanderlust|19366|[35.70372910623528, 49.588512647548995, 0.0, 13.084462553273235, 99.86396319624521, 99.86396319624521]|0.9040342591316499
Morning Light - 14 Tracks: Psychedelic Wanderlust|Alps|nan|17843|4801|Morning Light (14 Tracks: Psychedelic Wanderlust)|Alps|14 Tracks: Psychedelic Wanderlust|19366|[95.99467664645451, 99.99445484005678, 55.067103588277845, 55.067103588277845, 4.96307200296571, 4.96307200296571]|0.12232538602571714
Ain't No Sunshine / The Flawless Juggler|SÃ¬leas|Play on Light|9295|4808|Ain't No Sunshine / The Flawless Juggler (Play on Light)|SÃ¬leas|Play on Light|18142|[82.9721566018841, 83.97182113925619, 75.34030360583935, 75.34030360583935, 92.57264217856661, 92.57264217856661]|0.9983569824142909
011-10 Zomers Lang|De Romeo's|Feesten in Stijl (unknown)|14732|7619|10 Zomers Lang (Feesten in Stijl)|nan|Feesten in Stijl|14854|[53.49719526539891, 55.44254782050432, 0.0, 0.0, 72.90207249764417, 76.73902368173071]|0.6475385969176324
002-Dido and Aeneas: Thy Hand, Belinda / When I Am Laid in Earth|Henry Purcell|The Radiant Voice of Barbara Bonney (2001)|9304|7222|Dido and Aeneas: Thy Hand, Belinda / When I Am Laid in Earth (The Radiant Voice of Barbara Bonney)|Henry Purcell|The Radiant Voice of Barbara Bonney|13935|[73.99979570282967, 73.99979570282967, 92.57264217856661, 92.57264217856661, 90.91701874113454, 92.91519497720343]|0.9963614849074146
002-Dido and Aeneas: Thy Hand, Belinda / When I Am Laid in Earth|Henry Purcell|The Radiant Voice of Barbara Bonney (2001)|9304|7222|Dido and Aeneas: Thy Hand, Belinda / When I Am Laid in Earth|Henry Purcell|The Radiant Voice of Barbara Bonney|17415|[96.99940401140172, 96.99940401140172, 92.57264217856661, 92.57264217856661, 90.91701874113454, 92.91519497720343]|0.999631515481568
002-Dido and Aeneas: Thy Hand, Belinda / When I Am Laid in Earth|Henry Purcell|The Radiant Voice of Barbara Bonney (2001)|9304|7222|Henry Purcell - Dido and Aeneas: Thy Hand, Belinda / When I Am Laid in Earth|nan|The Radiant Voice of Barbara Bonney|18312|[86.99975981278624, 85.99976257355881, 5.414260366871684, 5.414260366871684, 90.91701874113454, 92.91519497720343]|0.9967958705735156
Dido and Aeneas: Thy Hand, Belinda / When I Am Laid in Earth - The Radiant Voice of Barbara Bonney|Henry Purcell|nan|10018|7222|Dido and Aeneas: Thy Hand, Belinda / When I Am Laid in Earth (The Radiant Voice of Barbara Bonney)|Henry Purcell|The Radiant Voice of Barbara Bonney|13935|[97.99999969866177, 99.999999692512, 92.57264217856661, 92.57264217856661, 7.219013822495578, 7.219013822495578]|0.2418315760931622
Dido and Aeneas: Thy Hand, Belinda / When I Am Laid in Earth (The Radiant Voice of Barbara Bonney)|Henry Purcell|The Radiant Voice of Barbara Bonney|13935|7222|Dido and Aeneas: Thy Hand, Belinda / When I Am Laid in Earth|Henry Purcell|The Radiant Voice of Barbara Bonney|17415|[75.99953303986115, 75.99953303986115, 92.57264217856661, 92.57264217856661, 99.90881180344455, 99.90881180344455]|0.9987543655700494
Dido and Aeneas: Thy Hand, Belinda / When I Am Laid in Earth (The Radiant Voice of Barbara Bonney)|Henry Purcell|The Radiant Voice of Barbara Bonney|13935|7222|Henry Purcell - Dido and Aeneas: Thy Hand, Belinda / When I Am Laid in Earth|nan|The Radiant Voice of Barbara Bonney|18312|[68.99998271883703, 72.99998171703048, 5.414260366871684, 5.414260366871684, 99.90881180344455, 99.90881180344455]|0.9937559289268452
Dido and Aeneas: Thy Hand, Belinda / When I Am Laid in Earth|Henry Purcell|The Radiant Voice of Barbara Bonney|17415|7222|Henry Purcell - Dido and Aeneas: Thy Hand, Belinda / When I Am Laid in Earth|nan|The Radiant Voice of Barbara Bonney|18312|[87.99945930931291, 88.99945316510055, 5.414260366871684, 5.414260366871684, 99.90881180344455, 99.90881180344455]|0.9989034904815185
Fornicatus - Rzorsunday, Part I|nan|Razorsunday|9308|4841|Razorsunday, Part I|Fornicatus|Razorsunday|9361|[70.38930442635608, 72.34456288264376, 13.986839281085182, 13.986839281085182, 88.9196841637666, 88.9196841637666]|0.9822981739491398
Fornicatus - Rzorsunday, Part I|nan|Razorsunday|9308|4841|Razorsunday, (Pt. 1)|Fronicatus|Razorsunday|18289|[57.91937730556468, 62.82779911112101, 13.986839281085182, 13.986839281085182, 88.9196841637666, 88.9196841637666]|0.9488389591659765
Razorsunday, Part I|Fornicatus|Razorsunday|9361|4841|Razorsunday, (Pt. 1)|Fronicatus|Razorsunday|18289|[80.16559670779442, 86.03137207665743, 77.81982450870485, 77.81982450870485, 88.9196841637666, 88.9196841637666]|0.997540766395177
Ko Kimura - Basic Tune (Original Mix) - Phrenetic System|nan|KO:HEAR:ENCY|9309|4815|012-Basic Tune (Original Mix) - Phrenetic System|Ko Kimura|KO:HEAR:ENCY (unknown)|18211|[86.9941075999253, 84.99424305739828, 7.670202186401552, 7.670202186401552, 64.55902531645171, 68.19615350329407]|0.9492036355119735
Big Blue Sea / Gold in the Sunset (2007-04-26: Bend Studio, Dallas, TX, USA)|Bob Schneider|2007-04-26: Bend Studio, Dallas, TX, USA|9316|4820|Bob Schneider - Big Blue Sea / Gold in the Sunset|nan|2007-04-26: Bend Studio, Dallas, TX, USA|15290|[52.99706106523009, 57.99678380723293, 5.414260366871684, 5.414260366871684, 99.96645373720975, 99.96645373720975]|0.9715417858740699
Alio Die & Mathias Grassow - The Falcon|nan|Expanding Horizon|9317|7413|The Falcon (Expanding Horizon)|Alio Die & Mathias Grassow|ExpanNding Horizon|14324|[28.928116186876675, 53.866147382460014, 3.1583185473418154, 3.1583185473418154, 93.76279281384836, 93.76279281384836]|0.8051947083015932
The Falcon (Expanding Horizon)|Alio Die & Mathias Grassow|ExpanNding Horizon|14324|7413|The Falcon - Expanding Horizon|Ali oDie & Mathias Grassow|nan|17062|[92.76947604757002, 99.75212478233337, 95.47040981560697, 78.5641914107599, 8.572578914213498, 8.572578914213498]|0.2097994118297244
Money's Too Tight (to Mention) - Picture Book|Simply Red|nan|9329|4828|Money's Too Tight (to Mention) (Picture Book)|Simply Red|Picture Book|18479|[95.98815265880768, 99.98765901959133, 86.46647167633873, 86.46647167633873, 0.0, 0.0]|0.10810312707864407
006-Money's Too Tight (to Mention)|Simply Red|Picture Bo ok (1985)|13597|4828|Money'sT oo Tight (to Mention)|Simply Red|Picture Book|17525|[90.77443355192337, 79.80169982586669, 86.46647167633873, 86.46647167633873, 68.19615350329407, 72.742563736847]|0.9868005326252501
006-Money's Too Tight (to Mention)|Simply Red|Picture Bo ok (1985)|13597|4828|Money's Too Tight (to Mention) (Picture Book)|Simply Red|Picture Book|18479|[75.9153530887638, 78.91201176332027, 86.46647167633873, 86.46647167633873, 68.19615350329407, 72.742563736847]|0.9715247423968815
Money'sT oo Tight (to Mention)|Simply Red|Picture Book|17525|4828|Money's Too Tight (to Mention) (Picture Book)|Simply Red|Picture Book|18479|[76.80913608239669, 71.82152984328002, 86.46647167633873, 86.46647167633873, 90.92820467105875, 90.92820467105875]|0.9957624681620925
